instant,dateday,season,year,month,weekday,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,kategori_suhu
183,2011-07-02,Fall,2011,Jul,Saturday,Clear,30.271653,0.667308,44.4583,0.115062,2204,2915,5119,Panas
184,2011-07-03,Fall,2011,Jul,Sunday,Misty,29.383347,0.668575,68.25,0.228858,2282,2367,4649,Panas
185,2011-07-04,Fall,2011,Jul,Monday,Misty,29.793346999999997,0.665417,63.7917,0.0814792,3065,2978,6043,Panas
186,2011-07-05,Fall,2011,Jul,Tuesday,Clear,30.613346999999997,0.696338,59.0417,0.126258,1031,3634,4665,Panas
187,2011-07-06,Fall,2011,Jul,Wednesday,Clear,29.52,0.685633,74.33330000000001,0.149883,784,3845,4629,Panas
188,2011-07-07,Fall,2011,Jul,Thursday,Clear,30.75,0.686871,65.125,0.1592,754,3838,4592,Panas
189,2011-07-08,Fall,2011,Jul,Friday,Misty,29.075847,0.670483,75.79169999999999,0.225129,692,3348,4040,Panas
190,2011-07-09,Fall,2011,Jul,Saturday,Clear,30.066653000000002,0.664158,60.9167,0.167912,1988,3348,5336,Panas
191,2011-07-10,Fall,2011,Jul,Sunday,Clear,30.6475,0.690025,57.8333,0.183471,1743,3138,4881,Panas
192,2011-07-11,Fall,2011,Jul,Monday,Clear,31.2625,0.729804,63.5833,0.282337,723,3363,4086,Panas
193,2011-07-12,Fall,2011,Jul,Tuesday,Clear,32.560846999999995,0.739275,55.9167,0.200254,662,3596,4258,Panas
194,2011-07-13,Fall,2011,Jul,Wednesday,Clear,30.613346999999997,0.689404,63.1667,0.146133,748,3594,4342,Panas
195,2011-07-14,Fall,2011,Jul,Thursday,Clear,27.914153000000002,0.635104,47.625,0.240667,888,4196,5084,Panas
196,2011-07-15,Fall,2011,Jul,Friday,Clear,27.196652999999998,0.624371,59.12500000000001,0.182833,1318,4220,5538,Panas
197,2011-07-16,Fall,2011,Jul,Saturday,Clear,28.153347,0.638263,58.5,0.208342,2418,3505,5923,Panas
198,2011-07-17,Fall,2011,Jul,Sunday,Clear,29.485847,0.669833,60.4167,0.245033,2006,3296,5302,Panas
199,2011-07-18,Fall,2011,Jul,Monday,Clear,30.613346999999997,0.703925,65.125,0.215804,841,3617,4458,Panas
200,2011-07-19,Fall,2011,Jul,Tuesday,Clear,31.843347,0.747479,65.0417,0.1306,752,3789,4541,Panas
201,2011-07-20,Fall,2011,Jul,Wednesday,Clear,31.501653,0.74685,70.70830000000001,0.113817,644,3688,4332,Panas
202,2011-07-21,Fall,2011,Jul,Thursday,Misty,33.415,0.826371,69.125,0.222021,632,3152,3784,Panas
203,2011-07-22,Fall,2011,Jul,Friday,Clear,34.781653,0.840896,58.0417,0.1331,562,2825,3387,Panas
204,2011-07-23,Fall,2011,Jul,Saturday,Clear,34.815847,0.804287,50.0,0.131221,987,2298,3285,Panas
205,2011-07-24,Fall,2011,Jul,Sunday,Clear,34.03,0.794829,55.0833,0.169171,1050,2556,3606,Panas
206,2011-07-25,Fall,2011,Jul,Monday,Clear,30.476653000000002,0.720958,75.7083,0.0908083,568,3272,3840,Panas
207,2011-07-26,Fall,2011,Jul,Tuesday,Clear,31.638347,0.696979,54.0833,0.200258,750,3840,4590,Panas
208,2011-07-27,Fall,2011,Jul,Wednesday,Clear,31.775000000000002,0.690667,40.291700000000006,0.183463,755,3901,4656,Panas
209,2011-07-28,Fall,2011,Jul,Thursday,Clear,31.945847,0.7399,58.3333,0.178479,606,3784,4390,Panas
210,2011-07-29,Fall,2011,Jul,Friday,Clear,34.371653,0.785967,54.25,0.174138,670,3176,3846,Panas
211,2011-07-30,Fall,2011,Jul,Saturday,Clear,32.970847,0.728537,46.5833,0.168537,1559,2916,4475,Panas
212,2011-07-31,Fall,2011,Jul,Sunday,Clear,33.039153,0.729796,48.0833,0.164813,1524,2778,4302,Panas
213,2011-08-01,Fall,2011,Aug,Monday,Clear,31.638347,0.703292,55.0833,0.156717,729,3537,4266,Panas
214,2011-08-02,Fall,2011,Aug,Tuesday,Clear,32.116653,0.707071,49.125,0.20585,801,4044,4845,Panas
215,2011-08-03,Fall,2011,Aug,Wednesday,Misty,29.998347,0.679937,65.75,0.135583,467,3107,3574,Panas
216,2011-08-04,Fall,2011,Aug,Thursday,Misty,29.11,0.664788,75.75,0.19715,799,3777,4576,Panas
217,2011-08-05,Fall,2011,Aug,Friday,Clear,29.144153000000003,0.656567,63.083299999999994,0.184696,1023,3843,4866,Panas
218,2011-08-06,Fall,2011,Aug,Saturday,Misty,29.383347,0.676154,75.5,0.22825,1521,2773,4294,Panas
219,2011-08-07,Fall,2011,Aug,Sunday,Clear,30.442500000000003,0.715292,75.29169999999999,0.201487,1298,2487,3785,Panas
220,2011-08-08,Fall,2011,Aug,Monday,Clear,31.365000000000002,0.703283,59.2083,0.192175,846,3480,4326,Panas
221,2011-08-09,Fall,2011,Aug,Tuesday,Clear,31.775000000000002,0.724121,57.04169999999999,0.151121,907,3695,4602,Panas
222,2011-08-10,Fall,2011,Aug,Wednesday,Clear,31.433346999999998,0.684983,42.4167,0.200258,884,3896,4780,Panas
223,2011-08-11,Fall,2011,Aug,Thursday,Clear,29.4175,0.651521,42.375,0.164796,812,3980,4792,Panas
224,2011-08-12,Fall,2011,Aug,Friday,Clear,29.041653,0.654042,41.5,0.125621,1051,3854,4905,Panas
225,2011-08-13,Fall,2011,Aug,Saturday,Misty,28.119153,0.645858,72.9583,0.211454,1504,2646,4150,Panas
226,2011-08-14,Fall,2011,Aug,Sunday,Misty,27.743347,0.624388,81.75,0.222633,1338,2482,3820,Panas
227,2011-08-15,Fall,2011,Aug,Monday,Clear,27.299153,0.616167,71.20830000000001,0.208954,775,3563,4338,Panas
228,2011-08-16,Fall,2011,Aug,Tuesday,Clear,28.734153000000003,0.645837,57.8333,0.236329,721,4004,4725,Panas
229,2011-08-17,Fall,2011,Aug,Wednesday,Clear,29.656653,0.666671,57.5417,0.143667,668,4026,4694,Panas
230,2011-08-18,Fall,2011,Aug,Thursday,Clear,29.178347000000002,0.662258,65.45830000000001,0.233208,639,3166,3805,Panas
231,2011-08-19,Fall,2011,Aug,Friday,Misty,28.085,0.633221,72.2917,0.139308,797,3356,4153,Panas
232,2011-08-20,Fall,2011,Aug,Saturday,Clear,28.5975,0.648996,67.41669999999999,0.104467,1914,3277,5191,Panas
233,2011-08-21,Fall,2011,Aug,Sunday,Clear,29.144153000000003,0.675525,77.0,0.248754,1249,2624,3873,Panas
234,2011-08-22,Fall,2011,Aug,Monday,Clear,28.358347000000002,0.638254,47.0,0.27675,833,3925,4758,Panas
235,2011-08-23,Fall,2011,Aug,Tuesday,Clear,26.274153,0.606067,45.5417,0.146763,1281,4614,5895,Sedang
236,2011-08-24,Fall,2011,Aug,Wednesday,Clear,27.606652999999998,0.630692,60.5,0.253108,949,4181,5130,Panas
237,2011-08-25,Fall,2011,Aug,Thursday,Misty,28.050846999999997,0.645854,77.1667,0.210833,435,3107,3542,Panas
238,2011-08-26,Fall,2011,Aug,Friday,Clear,28.7,0.659733,76.125,0.0839625,768,3893,4661,Panas
239,2011-08-27,Fall,2011,Aug,Saturday,Misty,27.880000000000003,0.635556,85.0,0.375617,226,889,1115,Panas
240,2011-08-28,Fall,2011,Aug,Sunday,Clear,28.989418999999998,0.647959,56.1765,0.304659,1415,2919,4334,Panas
241,2011-08-29,Fall,2011,Aug,Monday,Clear,26.103347,0.607958,55.45830000000001,0.159825,729,3905,4634,Sedang
242,2011-08-30,Fall,2011,Aug,Tuesday,Clear,26.205847000000002,0.594704,54.833299999999994,0.125008,775,4429,5204,Sedang
243,2011-08-31,Fall,2011,Aug,Wednesday,Clear,26.923347,0.611121,59.791700000000006,0.0833333,688,4370,5058,Sedang
244,2011-09-01,Fall,2011,Sep,Thursday,Clear,26.855,0.614921,63.916700000000006,0.141796,783,4332,5115,Sedang
245,2011-09-02,Fall,2011,Sep,Friday,Misty,26.376653,0.604808,72.70830000000001,0.139929,875,3852,4727,Sedang
246,2011-09-03,Fall,2011,Sep,Saturday,Clear,27.435847,0.633213,71.6667,0.185325,1935,2549,4484,Panas
247,2011-09-04,Fall,2011,Sep,Sunday,Clear,29.075847,0.665429,74.20830000000001,0.206467,2521,2419,4940,Panas
248,2011-09-05,Fall,2011,Sep,Monday,Misty,27.606652999999998,0.625646,79.0417,0.212696,1236,2115,3351,Panas
249,2011-09-06,Fall,2011,Sep,Tuesday,Light Rain,22.14,0.5152,88.6957,0.343943,204,2506,2710,Sedang
250,2011-09-07,Fall,2011,Sep,Wednesday,Light Rain,24.565847,0.544229,91.7083,0.0970208,118,1878,1996,Sedang
251,2011-09-08,Fall,2011,Sep,Thursday,Light Rain,25.990433,0.555361,93.9565,0.192748,153,1689,1842,Sedang
252,2011-09-09,Fall,2011,Sep,Friday,Misty,26.650000000000002,0.578946,89.79169999999999,0.124379,417,3127,3544,Sedang
253,2011-09-10,Fall,2011,Sep,Saturday,Clear,27.060000000000002,0.607962,75.375,0.153608,1750,3595,5345,Panas
254,2011-09-11,Fall,2011,Sep,Sunday,Clear,26.786653,0.609229,71.375,0.115054,1633,3413,5046,Sedang
255,2011-09-12,Fall,2011,Sep,Monday,Clear,26.418268,0.60213,69.2174,0.088913,690,4023,4713,Sedang
256,2011-09-13,Fall,2011,Sep,Tuesday,Clear,26.684153,0.603554,71.25,0.141804,701,4062,4763,Sedang
257,2011-09-14,Fall,2011,Sep,Wednesday,Clear,27.606652999999998,0.6269,69.7083,0.1673,647,4138,4785,Panas
258,2011-09-15,Fall,2011,Sep,Thursday,Misty,23.677500000000002,0.553671,70.9167,0.271146,428,3231,3659,Sedang
259,2011-09-16,Fall,2011,Sep,Friday,Misty,19.235847,0.461475,59.0417,0.164183,742,4018,4760,Sedang
260,2011-09-17,Fall,2011,Sep,Saturday,Misty,20.158347,0.478512,71.8333,0.189675,1434,3077,4511,Sedang
261,2011-09-18,Fall,2011,Sep,Sunday,Clear,20.807499999999997,0.490537,69.5,0.178483,1353,2921,4274,Sedang
262,2011-09-19,Fall,2011,Sep,Monday,Misty,22.515846999999997,0.529675,69.0,0.151742,691,3848,4539,Sedang
263,2011-09-20,Fall,2011,Sep,Tuesday,Misty,23.028347,0.532217,88.125,0.134954,438,3203,3641,Sedang
264,2011-09-21,Fall,2011,Sep,Wednesday,Misty,24.395,0.550533,90.0,0.0964042,539,3813,4352,Sedang
265,2011-09-22,Fall,2011,Sep,Thursday,Misty,25.761653000000003,0.554963,90.2083,0.128125,555,4240,4795,Sedang
266,2011-09-23,Winter,2011,Sep,Friday,Misty,24.975847,0.522125,97.25,0.0783667,258,2137,2395,Sedang
267,2011-09-24,Winter,2011,Sep,Saturday,Misty,24.873347,0.564412,86.25,0.0783833,1776,3647,5423,Sedang
268,2011-09-25,Winter,2011,Sep,Sunday,Misty,26.000847,0.572637,84.5,0.0503792,1544,3466,5010,Sedang
269,2011-09-26,Winter,2011,Sep,Monday,Misty,26.615847000000002,0.589042,84.8333,0.1107,684,3946,4630,Sedang
270,2011-09-27,Winter,2011,Sep,Tuesday,Misty,26.103347,0.574525,88.5417,0.118171,477,3643,4120,Sedang
271,2011-09-28,Winter,2011,Sep,Wednesday,Misty,26.035,0.575158,84.875,0.148629,480,3427,3907,Sedang
272,2011-09-29,Winter,2011,Sep,Thursday,Clear,25.283347,0.574512,69.91669999999999,0.172883,653,4186,4839,Sedang
273,2011-09-30,Winter,2011,Sep,Friday,Clear,23.130847,0.544829,64.75,0.206475,830,4372,5202,Sedang
274,2011-10-01,Winter,2011,Oct,Saturday,Misty,16.81,0.412863,75.375,0.292296,480,1949,2429,Sedang
275,2011-10-02,Winter,2011,Oct,Sunday,Misty,14.623347,0.345317,79.1667,0.222013,616,2302,2918,Sedang
276,2011-10-03,Winter,2011,Oct,Monday,Misty,15.750846999999998,0.392046,76.0833,0.0833458,330,3240,3570,Sedang
277,2011-10-04,Winter,2011,Oct,Tuesday,Clear,19.850847,0.472858,71.0,0.205854,486,3970,4456,Sedang
278,2011-10-05,Winter,2011,Oct,Wednesday,Clear,22.071652999999998,0.527138,64.79169999999999,0.17725,559,4267,4826,Sedang
279,2011-10-06,Winter,2011,Oct,Thursday,Clear,20.260847000000002,0.480425,62.083299999999994,0.134954,639,4126,4765,Sedang
280,2011-10-07,Winter,2011,Oct,Friday,Clear,20.944153,0.504404,68.41669999999999,0.0223917,949,4036,4985,Sedang
281,2011-10-08,Winter,2011,Oct,Saturday,Clear,21.388347,0.513242,70.125,0.0454042,2235,3174,5409,Sedang
282,2011-10-09,Winter,2011,Oct,Sunday,Clear,22.174153,0.523983,72.75,0.06345,2397,3114,5511,Sedang
283,2011-10-10,Winter,2011,Oct,Monday,Clear,23.404153,0.542925,73.375,0.0423042,1514,3603,5117,Sedang
284,2011-10-11,Winter,2011,Oct,Tuesday,Misty,23.233347000000002,0.546096,80.875,0.143042,667,3896,4563,Sedang
285,2011-10-12,Winter,2011,Oct,Wednesday,Light Rain,22.276653,0.517717,90.625,0.24815,217,2199,2416,Sedang
286,2011-10-13,Winter,2011,Oct,Thursday,Misty,24.155847,0.551804,89.6667,0.141787,290,2623,2913,Sedang
287,2011-10-14,Winter,2011,Oct,Friday,Misty,22.584153,0.529675,71.625,0.223883,529,3115,3644,Sedang
288,2011-10-15,Winter,2011,Oct,Saturday,Clear,20.773346999999998,0.498725,48.3333,0.258083,1899,3318,5217,Sedang
289,2011-10-16,Winter,2011,Oct,Sunday,Clear,20.978347,0.503154,48.6667,0.281717,1748,3293,5041,Sedang
290,2011-10-17,Winter,2011,Oct,Monday,Clear,21.900847,0.510725,57.958299999999994,0.175379,713,3857,4570,Sedang
291,2011-10-18,Winter,2011,Oct,Tuesday,Misty,21.8325,0.522721,70.1667,0.110087,637,4111,4748,Sedang
292,2011-10-19,Winter,2011,Oct,Wednesday,Light Rain,22.211299,0.513848,89.52170000000001,0.243339,254,2170,2424,Sedang
293,2011-10-20,Winter,2011,Oct,Thursday,Clear,19.509153,0.466525,63.625,0.422275,471,3724,4195,Sedang
294,2011-10-21,Winter,2011,Oct,Friday,Clear,17.5275,0.423596,57.4167,0.221396,676,3628,4304,Sedang
295,2011-10-22,Winter,2011,Oct,Saturday,Clear,17.322499999999998,0.425492,62.916700000000006,0.0926667,1499,2809,4308,Sedang
296,2011-10-23,Winter,2011,Oct,Sunday,Clear,17.288347,0.422333,74.125,0.0995125,1619,2762,4381,Sedang
297,2011-10-24,Winter,2011,Oct,Monday,Clear,18.996653,0.457067,77.2083,0.118792,699,3488,4187,Sedang
298,2011-10-25,Winter,2011,Oct,Tuesday,Clear,19.338347,0.463375,62.291700000000006,0.166658,695,3992,4687,Sedang
299,2011-10-26,Winter,2011,Oct,Wednesday,Misty,19.850847,0.472846,72.04169999999999,0.148642,404,3490,3894,Sedang
300,2011-10-27,Winter,2011,Oct,Thursday,Misty,19.27,0.457046,81.2917,0.197763,240,2419,2659,Sedang
301,2011-10-28,Winter,2011,Oct,Friday,Misty,13.564153,0.318812,58.58330000000001,0.229479,456,3291,3747,Panas
302,2011-10-29,Winter,2011,Oct,Saturday,Light Rain,10.420846999999998,0.227913,88.25,0.351371,57,570,627,Dingin
303,2011-10-30,Winter,2011,Oct,Sunday,Clear,13.085847,0.321329,62.375,0.176617,885,2446,3331,Panas
304,2011-10-31,Winter,2011,Oct,Monday,Clear,13.940000000000001,0.356063,70.3333,0.10635,362,3307,3669,Panas
305,2011-11-01,Winter,2011,Nov,Tuesday,Clear,16.434153,0.397088,68.375,0.135571,410,3658,4068,Sedang
306,2011-11-02,Winter,2011,Nov,Wednesday,Clear,15.477500000000001,0.390133,71.875,0.0820917,370,3816,4186,Sedang
307,2011-11-03,Winter,2011,Nov,Thursday,Clear,16.741653,0.405921,70.20830000000001,0.136817,318,3656,3974,Sedang
308,2011-11-04,Winter,2011,Nov,Friday,Misty,16.536653,0.403392,62.25000000000001,0.271779,470,3576,4046,Sedang
309,2011-11-05,Winter,2011,Nov,Saturday,Clear,13.393346999999999,0.323854,51.916700000000006,0.189062,1156,2770,3926,Panas
310,2011-11-06,Winter,2011,Nov,Sunday,Clear,14.281653,0.362358,73.4583,0.0920542,952,2697,3649,Sedang
311,2011-11-07,Winter,2011,Nov,Monday,Clear,16.195,0.400871,75.875,0.057225,373,3662,4035,Sedang
312,2011-11-08,Winter,2011,Nov,Tuesday,Clear,16.741653,0.412246,72.16669999999999,0.0690375,376,3829,4205,Sedang
313,2011-11-09,Winter,2011,Nov,Wednesday,Clear,16.400000000000002,0.409079,75.83330000000001,0.0621958,305,3804,4109,Sedang
314,2011-11-10,Winter,2011,Nov,Thursday,Misty,15.58,0.373721,81.3333,0.189067,190,2743,2933,Sedang
315,2011-11-11,Winter,2011,Nov,Friday,Clear,13.290847,0.306817,44.625,0.314675,440,2928,3368,Panas
316,2011-11-12,Winter,2011,Nov,Saturday,Clear,14.623347,0.357942,55.2917,0.212062,1275,2792,4067,Sedang
317,2011-11-13,Winter,2011,Nov,Sunday,Clear,18.074153,0.43055,45.8333,0.281721,1004,2713,3717,Sedang
318,2011-11-14,Winter,2011,Nov,Monday,Clear,21.73,0.524612,58.7083,0.306596,595,3891,4486,Sedang
319,2011-11-15,Winter,2011,Nov,Tuesday,Misty,21.73,0.507579,68.875,0.199633,449,3746,4195,Sedang
320,2011-11-16,Winter,2011,Nov,Wednesday,Light Rain,18.723347,0.451988,93.0,0.136829,145,1672,1817,Sedang
321,2011-11-17,Winter,2011,Nov,Thursday,Misty,14.008347,0.323221,57.5833,0.305362,139,2914,3053,Sedang
322,2011-11-18,Winter,2011,Nov,Friday,Clear,11.240847,0.272721,41.0,0.168533,245,3147,3392,Dingin
323,2011-11-19,Winter,2011,Nov,Saturday,Clear,13.495847,0.324483,50.208299999999994,0.224496,943,2720,3663,Panas
324,2011-11-20,Winter,2011,Nov,Sunday,Misty,18.996653,0.457058,68.45830000000001,0.18595,787,2733,3520,Sedang
325,2011-11-21,Winter,2011,Nov,Monday,Light Rain,18.3475,0.445062,91.0,0.138054,220,2545,2765,Sedang
326,2011-11-22,Winter,2011,Nov,Tuesday,Light Rain,17.083347,0.421696,96.25,0.118792,69,1538,1607,Sedang
327,2011-11-23,Winter,2011,Nov,Wednesday,Misty,18.074153,0.430537,75.79169999999999,0.335825,112,2454,2566,Sedang
328,2011-11-24,Winter,2011,Nov,Thursday,Clear,15.306653,0.372471,54.9167,0.167304,560,935,1495,Sedang
329,2011-11-25,Winter,2011,Nov,Friday,Clear,15.375,0.380671,64.375,0.0988958,1095,1697,2792,Sedang
330,2011-11-26,Winter,2011,Nov,Saturday,Clear,15.409152999999998,0.385087,68.1667,0.0684208,1249,1819,3068,Sedang
331,2011-11-27,Winter,2011,Nov,Sunday,Clear,18.825847,0.4558,69.8333,0.208954,810,2261,3071,Sedang
332,2011-11-28,Winter,2011,Nov,Monday,Clear,20.642598,0.490122,74.3043,0.142122,253,3614,3867,Sedang
333,2011-11-29,Winter,2011,Nov,Tuesday,Misty,18.791653,0.451375,83.08330000000001,0.258092,96,2818,2914,Sedang
334,2011-11-30,Winter,2011,Nov,Wednesday,Clear,13.325000000000001,0.311221,61.3333,0.271158,188,3425,3613,Panas
335,2011-12-01,Winter,2011,Dec,Thursday,Clear,12.8125,0.305554,52.4583,0.220158,182,3545,3727,Dingin
336,2011-12-02,Winter,2011,Dec,Friday,Clear,12.880847,0.331433,62.583299999999994,0.100754,268,3672,3940,Dingin
337,2011-12-03,Winter,2011,Dec,Saturday,Clear,12.265847,0.310604,61.291700000000006,0.0957833,706,2908,3614,Dingin
338,2011-12-04,Winter,2011,Dec,Sunday,Clear,13.564153,0.3491,77.5833,0.0839583,634,2851,3485,Panas
339,2011-12-05,Winter,2011,Dec,Monday,Misty,15.819153,0.393925,82.70830000000001,0.0622083,233,3578,3811,Sedang
340,2011-12-06,Winter,2011,Dec,Tuesday,Light Rain,18.962500000000002,0.4564,94.9583,0.232583,126,2468,2594,Sedang
341,2011-12-07,Winter,2011,Dec,Wednesday,Light Rain,16.81,0.400246,97.04169999999999,0.266175,50,655,705,Sedang
342,2011-12-08,Winter,2011,Dec,Thursday,Clear,10.899153,0.256938,57.99999999999999,0.240058,150,3172,3322,Dingin
343,2011-12-09,Winter,2011,Dec,Friday,Clear,11.924153,0.317542,69.58330000000001,0.0827167,261,3359,3620,Dingin
344,2011-12-10,Winter,2011,Dec,Saturday,Clear,11.275,0.266412,50.74999999999999,0.233221,502,2688,3190,Dingin
345,2011-12-11,Winter,2011,Dec,Sunday,Clear,9.054153,0.253154,49.0,0.0665417,377,2366,2743,Dingin
346,2011-12-12,Winter,2011,Dec,Monday,Clear,9.771652999999999,0.270196,67.08330000000001,0.06345,143,3167,3310,Dingin
347,2011-12-13,Winter,2011,Dec,Tuesday,Clear,11.5825,0.301138,59.0,0.14055,155,3368,3523,Dingin
348,2011-12-14,Winter,2011,Dec,Wednesday,Misty,13.0175,0.338362,66.375,0.0609583,178,3562,3740,Panas
349,2011-12-15,Winter,2011,Dec,Thursday,Misty,17.322499999999998,0.412237,63.416700000000006,0.268042,181,3528,3709,Sedang
350,2011-12-16,Winter,2011,Dec,Friday,Misty,15.375,0.359825,50.0417,0.260575,178,3399,3577,Sedang
351,2011-12-17,Winter,2011,Dec,Saturday,Misty,10.591652999999999,0.249371,56.0833,0.243167,275,2464,2739,Dingin
352,2011-12-18,Winter,2011,Dec,Sunday,Clear,9.771652999999999,0.245579,58.62500000000001,0.169779,220,2211,2431,Dingin
353,2011-12-19,Winter,2011,Dec,Monday,Clear,11.343347,0.280933,63.74999999999999,0.172896,260,3143,3403,Dingin
354,2011-12-20,Winter,2011,Dec,Tuesday,Misty,15.819153,0.396454,59.5417,0.0615708,216,3534,3750,Sedang
355,2011-12-21,Spring,2011,Dec,Wednesday,Misty,17.561653,0.428017,85.83330000000001,0.2214,107,2553,2660,Sedang
356,2011-12-22,Spring,2011,Dec,Thursday,Misty,17.356653,0.426121,75.75,0.047275,227,2841,3068,Sedang
357,2011-12-23,Spring,2011,Dec,Friday,Clear,15.306653,0.377513,68.625,0.274246,163,2046,2209,Sedang
358,2011-12-24,Spring,2011,Dec,Saturday,Clear,12.4025,0.299242,54.25,0.190304,155,856,1011,Dingin
359,2011-12-25,Spring,2011,Dec,Sunday,Clear,11.266103,0.279961,68.13040000000001,0.155091,303,451,754,Dingin
360,2011-12-26,Spring,2011,Dec,Monday,Clear,13.191299,0.315535,50.6957,0.239465,430,887,1317,Panas
361,2011-12-27,Spring,2011,Dec,Tuesday,Misty,13.325000000000001,0.327633,76.25,0.18845,103,1059,1162,Panas
362,2011-12-28,Spring,2011,Dec,Wednesday,Clear,12.264330000000001,0.279974,50.39130000000001,0.293961,255,2047,2302,Dingin
363,2011-12-29,Spring,2011,Dec,Thursday,Clear,10.181653,0.263892,57.4167,0.119412,254,2169,2423,Dingin
364,2011-12-30,Spring,2011,Dec,Friday,Clear,12.778347000000002,0.318812,63.6667,0.134337,491,2508,2999,Dingin
365,2011-12-31,Spring,2011,Dec,Saturday,Clear,16.81,0.414121,61.583299999999994,0.220154,665,1820,2485,Sedang
